Codmundv_A;nomemun_A;Codmundv_B;nomemun_B;VAR01;VAR02;VAR03;VAR04
3200904;Barra de São Francisco;5300108;Brasília;3;3;6;824
3201407;Castelo;5300108;Brasília;3;3;6;897
3201605;Conceição da Barra;5300108;Brasília;3;3;6;928
3201902;Domingos Martins;5300108;Brasília;3;3;6;935
3202306;Guaçuí;5300108;Brasília;3;3;6;873
3202603;Iconha;5300108;Brasília;3;3;6;949
3202702;Itaguaçu;5300108;Brasília;3;3;6;883
3203007;Iúna;5300108;Brasília;3;3;6;858
3203130;João Neiva;5300108;Brasília;3;3;6;924
3203346;Marechal Floriano;5300108;Brasília;3;3;6;936
3203502;Montanha;5300108;Brasília;3;3;6;854
3203700;Muniz Freire;5300108;Brasília;3;3;6;874
3203809;Muqui;5300108;Brasília;3;3;6;914
3203908;Nova Venécia;5300108;Brasília;3;3;6;874
3204104;Pinheiros;5300108;Brasília;3;3;6;878
3204559;Santa Maria de Jetibá;5300108;Brasília;3;3;6;908
3204609;Santa Teresa;5300108;Brasília;3;3;6;916
3204708;São Gabriel da Palha;5300108;Brasília;3;3;6;869
3204807;São José do Calçado;5300108;Brasília;3;3;6;893
3205069;Venda Nova do Imigrante;5300108;Brasília;3;3;6;891
3300506;Bom Jardim;5300108;Brasília;3;3;6;924
3300605;Bom Jesus do Itabapoana;5300108;Brasília;3;3;6;899
3302106;Itaocara;5300108;Brasília;3;3;6;909
3302254;Itatiaia;5300108;Brasília;3;3;6;823
3302809;Mendes;5300108;Brasília;3;3;6;871
3303005;Miracema;5300108;Brasília;3;3;6;877
3303104;Natividade;5300108;Brasília;3;3;6;868
3303609;Paracambi;5300108;Brasília;3;3;6;880
3303807;Parati;5300108;Brasília;3;3;6;892
3304102;Porciúncula;5300108;Brasília;3;3;6;857
3304706;Santo Antônio de Pádua;5300108;Brasília;3;3;6;891
3304755;São Francisco de Itabapoana;5300108;Brasília;3;3;6;963
3305000;São João da Barra;5300108;Brasília;3;3;6;987
3500600;Águas de São Pedro;5300108;Brasília;3;3;6;751
3506359;Bertioga;5300108;Brasília;3;3;6;908
3506607;Biritiba-Mirim;5300108;Brasília;3;3;6;884
3509254;Cajati;5300108;Brasília;3;3;6;986
3511003;Castilho;5300108;Brasília;3;3;6;681
3512001;Colina;5300108;Brasília;3;3;6;547
3515400;Fartura;5300108;Brasília;3;3;6;857
3519055;Holambra;5300108;Brasília;3;3;6;761
3523206;Itararé;5300108;Brasília;3;3;6;931
3527306;Louveira;5300108;Brasília;3;3;6;811
3532009;Morungaba;5300108;Brasília;3;3;6;792
3538105;Pindorama;5300108;Brasília;3;3;6;605
3538501;Piquete;5300108;Brasília;3;3;6;811
3540903;Pradópolis;5300108;Brasília;3;3;6;614
3544905;Sales Oliveira;5300108;Brasília;3;3;6;549
3546207;Santa Cruz da Conceição;5300108;Brasília;3;3;6;701
3546801;Santa Isabel;5300108;Brasília;3;3;6;852
3554805;Tremembé;5300108;Brasília;3;3;6;833
4100509;Altônia;5300108;Brasília;3;3;6;1107
4101200;Antonina;5300108;Brasília;3;3;6;1063
4101606;Arapoti;5300108;Brasília;3;3;6;948
4101903;Assaí;5300108;Brasília;3;3;6;896
4102000;Assis Chateaubriand;5300108;Brasília;3;3;6;1136
4102109;Astorga;5300108;Brasília;3;3;6;918
4102406;Bandeirantes;5300108;Brasília;3;3;6;851
4103453;Cafelândia;5300108;Brasília;3;3;6;1141
4103602;Cambará;5300108;Brasília;3;3;6;835
4104501;Capanema;5300108;Brasília;3;3;6;1272
4104907;Castro;5300108;Brasília;3;3;6;1021
4105409;Chopinzinho;5300108;Brasília;3;3;6;1223
4105607;Cidade Gaúcha;5300108;Brasília;3;3;6;1002
4105904;Colorado;5300108;Brasília;3;3;6;895
4106308;Corbélia;5300108;Brasília;3;3;6;1156
4106605;Cruzeiro do Oeste;5300108;Brasília;3;3;6;1048
4107207;Dois Vizinhos;5300108;Brasília;3;3;6;1237
4108601;Goioerê;5300108;Brasília;3;3;6;1084
4108809;Guaíra;5300108;Brasília;3;3;6;1150
4109708;Ibaiti;5300108;Brasília;3;3;6;925
4109807;Ibiporã;5300108;Brasília;3;3;6;894
4110102;Imbituva;5300108;Brasília;3;3;6;1084
4110607;Iporã;5300108;Brasília;3;3;6;1107
4110706;Irati;5300108;Brasília;3;3;6;1111
4111209;Itapejara d'Oeste;5300108;Brasília;3;3;6;1247
4111506;Ivaiporã;5300108;Brasília;3;3;6;1023
4112009;Jaguariaíva;5300108;Brasília;3;3;6;957
4112108;Jandaia do Sul;5300108;Brasília;3;3;6;954
4113205;Lapa;5300108;Brasília;3;3;6;1120
4113304;Laranjeiras do Sul;5300108;Brasília;3;3;6;1179
4113502;Loanda;5300108;Brasília;3;3;6;973
4114005;Mamborê;5300108;Brasília;3;3;6;1069
4114203;Mandaguari;5300108;Brasília;3;3;6;953
4114609;Marechal Cândido Rondon;5300108;Brasília;3;3;6;1180
4114807;Marialva;5300108;Brasília;3;3;6;949
4115705;Matinhos;5300108;Brasília;3;3;6;1110
4115804;Medianeira;5300108;Brasília;3;3;6;1251
4116208;Morretes;5300108;Brasília;3;3;6;1075
4116901;Nova Esperança;5300108;Brasília;3;3;6;941
4117107;Nova Londrina;5300108;Brasília;3;3;6;948
4117503;Paiçandu;5300108;Brasília;3;3;6;960
4117602;Palmas;5300108;Brasília;3;3;6;1266
4117701;Palmeira;5300108;Brasília;3;3;6;1089
4117909;Palotina;5300108;Brasília;3;3;6;1141
4118006;Paraíso do Norte;5300108;Brasília;3;3;6;973
4119400;Piraí do Sul;5300108;Brasília;3;3;6;993
4119608;Pitanga;5300108;Brasília;3;3;6;1078
4120002;Porecatu;5300108;Brasília;3;3;6;857
4120606;Prudentópolis;5300108;Brasília;3;3;6;1097
4120804;Quatro Barras;5300108;Brasília;3;3;6;1066
4121406;Realeza;5300108;Brasília;3;3;6;1265
4121802;Ribeirão Claro;5300108;Brasília;3;3;6;842
4122206;Rio Branco do Sul;5300108;Brasília;3;3;6;1050
4122305;Rio Negro;5300108;Brasília;3;3;6;1159
4123501;Santa Helena;5300108;Brasília;3;3;6;1226
4125605;São Mateus do Sul;5300108;Brasília;3;3;6;1143
4125704;São Miguel do Iguaçu;5300108;Brasília;3;3;6;1265
4126603;Siqueira Campos;5300108;Brasília;3;3;6;897
4128005;Ubiratã;5300108;Brasília;3;3;6;1116
4200101;Abelardo Luz;5300108;Brasília;3;3;6;1287
4201208;Antônio Carlos;5300108;Brasília;3;3;6;1300
4202107;Barra Velha;5300108;Brasília;3;3;6;1201
4203907;Capinzal;5300108;Brasília;3;3;6;1341
4203956;Capivari de Baixo;5300108;Brasília;3;3;6;1404
4204509;Corupá;5300108;Brasília;3;3;6;1184
4206504;Guaramirim;5300108;Brasília;3;3;6;1187
4206702;Herval d'Oeste;5300108;Brasília;3;3;6;1321
4208450;Itapoá;5300108;Brasília;3;3;6;1144
4211207;Morro da Fumaça;5300108;Brasília;3;3;6;1429
4211751;Otacílio Costa;5300108;Brasília;3;3;6;1315
4212106;Palmitos;5300108;Brasília;3;3;6;1375
4212502;Penha;5300108;Brasília;3;3;6;1220
4215703;Santo Amaro da Imperatriz;5300108;Brasília;3;3;6;1319
4216701;São José do Cedro;5300108;Brasília;3;3;6;1332
4219705;Xaxim;5300108;Brasília;3;3;6;1337
4300109;Agudo;5300108;Brasília;3;3;6;1644
4300802;Antônio Prado;5300108;Brasília;3;3;6;1493
4301008;Arroio do Meio;5300108;Brasília;3;3;6;1571
4301404;Arvorezinha;5300108;Brasília;3;3;6;1522
4302709;Butiá;5300108;Brasília;3;3;6;1647
4302808;Caçapava do Sul;5300108;Brasília;3;3;6;1741
4303806;Campinas do Sul;5300108;Brasília;3;3;6;1418
4304200;Candelária;5300108;Brasília;3;3;6;1632
4304507;Canguçu;5300108;Brasília;3;3;6;1809
4304663;Capão do Leão;5300108;Brasília;3;3;6;1840
4304804;Carlos Barbosa;5300108;Brasília;3;3;6;1546
4304903;Casca;5300108;Brasília;3;3;6;1482
4305207;Cerro Largo;5300108;Brasília;3;3;6;1563
4305801;Constantina;5300108;Brasília;3;3;6;1436
4306007;Crissiumal;5300108;Brasília;3;3;6;1465
4306205;Cruzeiro do Sul;5300108;Brasília;3;3;6;1585
4306601;Dom Pedrito;5300108;Brasília;3;3;6;1842
4306767;Eldorado do Sul;5300108;Brasília;3;3;6;1634
4306809;Encantado;5300108;Brasília;3;3;6;1551
4306908;Encruzilhada do Sul;5300108;Brasília;3;3;6;1709
4307500;Espumoso;5300108;Brasília;3;3;6;1532
4307807;Estrela;5300108;Brasília;3;3;6;1582
4308003;Faxinal do Soturno;5300108;Brasília;3;3;6;1645
4308102;Feliz;5300108;Brasília;3;3;6;1557
4308201;Flores da Cunha;5300108;Brasília;3;3;6;1508
4308508;Frederico Westphalen;5300108;Brasília;3;3;6;1416
4308904;Getúlio Vargas;5300108;Brasília;3;3;6;1421
4309001;Giruá;5300108;Brasília;3;3;6;1530
4309407;Guaporé;5300108;Brasília;3;3;6;1510
4309605;Horizontina;5300108;Brasília;3;3;6;1488
4310009;Ibirubá;5300108;Brasília;3;3;6;1532
4310108;Igrejinha;5300108;Brasília;3;3;6;1558
4310603;Itaqui;5300108;Brasília;3;3;6;1764
4310801;Ivoti;5300108;Brasília;3;3;6;1568
4311007;Jaguarão;5300108;Brasília;3;3;6;1951
4311106;Jaguari;5300108;Brasília;3;3;6;1695
4311205;Júlio de Castilhos;5300108;Brasília;3;3;6;1619
4311304;Lagoa Vermelha;5300108;Brasília;3;3;6;1430
4311809;Marau;5300108;Brasília;3;3;6;1478
4312658;Não-Me-Toque;5300108;Brasília;3;3;6;1503
4312906;Nova Bassano;5300108;Brasília;3;3;6;1491
4313201;Nova Petrópolis;5300108;Brasília;3;3;6;1544
4313300;Nova Prata;5300108;Brasília;3;3;6;1494
4313375;Nova Santa Rita;5300108;Brasília;3;3;6;1600
4313508;Osório;5300108;Brasília;3;3;6;1580
4314050;Parobé;5300108;Brasília;3;3;6;1565
4314803;Portão;5300108;Brasília;3;3;6;1583
4315305;Quaraí;5300108;Brasília;3;3;6;1875
4315503;Restinga Seca;5300108;Brasília;3;3;6;1667
4315701;Rio Pardo;5300108;Brasília;3;3;6;1639
4316006;Rolante;5300108;Brasília;3;3;6;1561
4316402;Rosário do Sul;5300108;Brasília;3;3;6;1784
4316600;Sananduva;5300108;Brasília;3;3;6;1412
4317301;Santa Vitória do Palmar;5300108;Brasília;3;3;6;2058
4317400;Santiago;5300108;Brasília;3;3;6;1673
4317608;Santo Antônio da Patrulha;5300108;Brasília;3;3;6;1578
4317806;Santo Augusto;5300108;Brasília;3;3;6;1484
4317905;Santo Cristo;5300108;Brasília;3;3;6;1527
4318200;São Francisco de Paula;5300108;Brasília;3;3;6;1539
4318309;São Gabriel;5300108;Brasília;3;3;6;1760
4318408;São Jerônimo;5300108;Brasília;3;3;6;1624
4318903;São Luiz Gonzaga;5300108;Brasília;3;3;6;1600
4319406;São Pedro do Sul;5300108;Brasília;3;3;6;1682
4319505;São Sebastião do Caí;5300108;Brasília;3;3;6;1574
4319604;São Sepé;5300108;Brasília;3;3;6;1713
4320107;Sarandi;5300108;Brasília;3;3;6;1454
4320404;Serafina Corrêa;5300108;Brasília;3;3;6;1497
4320552;Sertão Santana;5300108;Brasília;3;3;6;1674
4320701;Sobradinho;5300108;Brasília;3;3;6;1612
4320800;Soledade;5300108;Brasília;3;3;6;1532
4320909;Tapejara;5300108;Brasília;3;3;6;1432
4321105;Tapes;5300108;Brasília;3;3;6;1692
4321303;Taquari;5300108;Brasília;3;3;6;1611
4321451;Teutônia;5300108;Brasília;3;3;6;1571
4321501;Torres;5300108;Brasília;3;3;6;1510
4321709;Três Coroas;5300108;Brasília;3;3;6;1551
4321808;Três de Maio;5300108;Brasília;3;3;6;1498
4321907;Três Passos;5300108;Brasília;3;3;6;1453
4322202;Tupanciretã;5300108;Brasília;3;3;6;1613
4322608;Venâncio Aires;5300108;Brasília;3;3;6;1600
4322707;Vera Cruz;5300108;Brasília;3;3;6;1623
4322806;Veranópolis;5300108;Brasília;3;3;6;1509
5000609;Amambaí;5300108;Brasília;3;3;6;1140
5001102;Aquidauana;5300108;Brasília;3;3;6;994
5002902;Cassilândia;5300108;Brasília;3;3;6;554
5002951;Chapadão do Sul;5300108;Brasília;3;3;6;606
5003306;Coxim;5300108;Brasília;3;3;6;793
5003801;Fátima do Sul;5300108;Brasília;3;3;6;1024
5004700;Ivinhema;5300108;Brasília;3;3;6;965
5005004;Jardim;5300108;Brasília;3;3;6;1100
5007208;Rio Brilhante;5300108;Brasília;3;3;6;980
5007695;São Gabriel do Oeste;5300108;Brasília;3;3;6;822
5100201;Água Boa;5300108;Brasília;3;3;6;495
5100300;Alto Araguaia;5300108;Brasília;3;3;6;595
5101704;Barra do Bugres;5300108;Brasília;3;3;6;994
5102637;Campo Novo do Parecis;5300108;Brasília;3;3;6;1090
5102678;Campo Verde;5300108;Brasília;3;3;6;776
5103056;Cláudia;5300108;Brasília;3;3;6;879
5103205;Colíder;5300108;Brasília;3;3;6;972
5103353;Confresa;5300108;Brasília;3;3;6;690
5104104;Guarantã do Norte;5300108;Brasília;3;3;6;983
5104807;Jaciara;5300108;Brasília;3;3;6;759
5105150;Juína;5300108;Brasília;3;3;6;1248
5105507;Vila Bela da Santíssima Trindade;5300108;Brasília;3;3;6;1285
5105903;Nobres;5300108;Brasília;3;3;6;912
5106224;Nova Mutum;5300108;Brasília;3;3;6;897
5106752;Pontes e Lacerda;5300108;Brasília;3;3;6;1223
5200100;Abadiânia;5300108;Brasília;3;3;6;95
5200605;Alto Paraíso de Goiás;5300108;Brasília;3;3;6;191
5201306;Anicuns;5300108;Brasília;3;3;6;231
5203500;Bom Jesus de Goiás;5300108;Brasília;3;3;6;332
5204003;Cabeceiras;5300108;Brasília;3;3;6;107
5205802;Corumbá de Goiás;5300108;Brasília;3;3;6;96
5208806;Goianira;5300108;Brasília;3;3;6;181
5208905;Goiás;5300108;Brasília;3;3;6;244
5209101;Goiatuba;5300108;Brasília;3;3;6;289
5210000;Inhumas;5300108;Brasília;3;3;6;184
5210208;Iporá;5300108;Brasília;3;3;6;351
5210901;Itapaci;5300108;Brasília;3;3;6;200
5211305;Itarumã;5300108;Brasília;3;3;6;494
5211701;Jandaia;5300108;Brasília;3;3;6;275
5212204;Jussara;5300108;Brasília;3;3;6;316
5213004;Maurilândia;5300108;Brasília;3;3;6;354
5214002;Mozarlândia;5300108;Brasília;3;3;6;308
5215306;Orizona;5300108;Brasília;3;3;6;141
5217104;Piracanjuba;5300108;Brasília;3;3;6;203
5217708;Pontalina;5300108;Brasília;3;3;6;250
5218508;Quirinópolis;5300108;Brasília;3;3;6;400
5220207;São Miguel do Araguaia;5300108;Brasília;3;3;6;368
5220603;Silvânia;5300108;Brasília;3;3;6;119
5221197;Terezópolis de Goiás;5300108;Brasília;3;3;6;140
5221700;Uruana;5300108;Brasília;3;3;6;192
5212105;Joviânia;5222054;Vicentinópolis;3;3;6;22
5217401;Pires do Rio;5222005;Vianópolis;3;3;6;65
3304557;Rio de Janeiro;5221858;Valparaíso de Goiás;3;3;6;913
5201108;Anápolis;5221858;Valparaíso de Goiás;3;3;6;108
1709500;Gurupi;5221601;Uruaçu;3;3;6;311
5214606;Niquelândia;5221601;Uruaçu;3;3;6;75
5218052;Porteirão;5221551;Turvelândia;3;3;6;15
5201108;Anápolis;5221197;Terezópolis de Goiás;3;3;6;16
3170206;Uberlândia;5220454;Senador Canedo;3;3;6;258
3304557;Rio de Janeiro;5220454;Senador Canedo;3;3;6;932
5208707;Goiânia;5220405;São Simão;3;3;6;287
3550308;São Paulo;5220108;São Luís de Montes Belos;3;3;6;885
5210208;Iporá;5220108;São Luís de Montes Belos;3;3;6;81
3550308;São Paulo;5219753;Santo Antônio do Descoberto;3;3;6;873
5208707;Goiânia;5219753;Santo Antônio do Descoberto;3;3;6;134
5200134;Acreúna;5219308;Santa Helena de Goiás;3;3;6;51
5208707;Goiânia;5219308;Santa Helena de Goiás;3;3;6;186
5218508;Quirinópolis;5219308;Santa Helena de Goiás;3;3;6;73
5205406;Ceres;5218904;Rubiataba;3;3;6;25
2919553;Luís Eduardo magalhães;5218805;Rio Verde;3;3;6;827
3148004;Patos de Minas;5218805;Rio Verde;3;3;6;479
3509502;Campinas;5218805;Rio Verde;3;3;6;703
4115200;Maringá;5218805;Rio Verde;3;3;6;633
4118204;Paranaguá;5218805;Rio Verde;3;3;6;900
4119905;Ponta Grossa;5218805;Rio Verde;3;3;6;814
4219309;Videira;5218805;Rio Verde;3;3;6;1020
5213806;Morrinhos;5218805;Rio Verde;3;3;6;193
5204508;Caldas Novas;5218789;Rio Quente;3;3;6;17
5208707;Goiânia;5218789;Rio Quente;3;3;6;131
5208707;Goiânia;5218706;Rianápolis;3;3;6;140
3540903;Pradópolis;5218508;Quirinópolis;3;3;6;410
3550308;São Paulo;5218508;Quirinópolis;3;3;6;706
5204300;Caçu;5218508;Quirinópolis;3;3;6;74
2919553;Luís Eduardo magalhães;5218300;Posse;3;3;6;228
3550308;São Paulo;5218300;Posse;3;3;6;1059
5208004;Formosa;5218300;Posse;3;3;6;191
3550308;São Paulo;5217708;Pontalina;3;3;6;743
5209101;Goiatuba;5217708;Pontalina;3;3;6;55
3550308;São Paulo;5217302;Pirenópolis;3;3;6;898
5210208;Iporá;5217203;Piranhas;3;3;6;71
5203302;Bela Vista de Goiás;5217104;Piracanjuba;3;3;6;37
5204508;Caldas Novas;5217104;Piracanjuba;3;3;6;65
5208707;Goiânia;5216809;Petrolina de Goiás;3;3;6;66
5211503;Itumbiara;5216007;Panamá;3;3;6;26
4319505;São Sebastião do Caí;5215306;Orizona;3;3;6;1432
3550308;São Paulo;5215231;Novo Gama;3;3;6;854
5208707;Goiânia;5214838;Nova Crixás;3;3;6;309
5214051;Mundo Novo;5214838;Nova Crixás;3;3;6;37
5201108;Anápolis;5214606;Niquelândia;3;3;6;211
5205406;Ceres;5214606;Niquelândia;3;3;6;153
3550308;São Paulo;5214507;Nerópolis;3;3;6;850
5201108;Anápolis;5213087;Minaçu;3;3;6;319
3170404;Unaí;5212501;Luziânia;3;3;6;110
5200258;Águas Lindas de Goiás;5212501;Luziânia;3;3;6;66
5203559;Bonfinópolis;5212303;Leopoldo de Bulhões;3;3;6;23
5210208;Iporá;5212204;Jussara;3;3;6;69
5208707;Goiânia;5212105;Joviânia;3;3;6;128
3304557;Rio de Janeiro;5211909;Jataí;3;3;6;1062
4106902;Curitiba;5211909;Jataí;3;3;6;874
5200134;Acreúna;5211909;Jataí;3;3;6;151
5204102;Cachoeira Alta;5211909;Jataí;3;3;6;125
5207253;Doverlândia;5211909;Jataí;3;3;6;146
3550308;São Paulo;5211800;Jaraguá;3;3;6;922
5205406;Ceres;5211800;Jaraguá;3;3;6;62
5210604;Itaguaru;5211800;Jaraguá;3;3;6;30
5208707;Goiânia;5211701;Jandaia;3;3;6;100
3103504;Araguari;5211503;Itumbiara;3;3;6;114
3103751;Araporã;5211503;Itumbiara;3;3;6;9
3106200;Belo Horizonte;5211503;Itumbiara;3;3;6;585
3134202;Ituiutaba;5211503;Itumbiara;3;3;6;67
3509502;Campinas;5211503;Itumbiara;3;3;6;552
4314902;Porto Alegre;5211503;Itumbiara;3;3;6;1309
5204300;Caçu;5211305;Itarumã;3;3;6;30
5208905;Goiás;5210406;Itaberaí;3;3;6;39
3550308;São Paulo;5210109;Ipameri;3;3;6;676
5204805;Campo Alegre de Goiás;5210109;Ipameri;3;3;6;41
3550308;São Paulo;5209200;Guapó;3;3;6;818
3517406;Guaíra;5209101;Goiatuba;3;3;6;279
1508407;Xinguara;5208707;Goiânia;3;3;6;1064
2303709;Caucaia;5208707;Goiânia;3;3;6;1811
2305233;Horizonte;5208707;Goiânia;3;3;6;1790
2704302;Maceió;5208707;Goiânia;3;3;6;1622
2903201;Barreiras;5208707;Goiânia;3;3;6;672
2910800;Feira de Santana;5208707;Goiânia;3;3;6;1194
2919553;Luís Eduardo magalhães;5208707;Goiânia;3;3;6;626
3134202;Ituiutaba;5208707;Goiânia;3;3;6;253
3136702;Juiz de Fora;5208707;Goiânia;3;3;6;854
3301702;Duque de Caxias;5208707;Goiânia;3;3;6;934
3501608;Americana;5208707;Goiânia;3;3;6;702
3506003;Bauru;5208707;Goiânia;3;3;6;626
3519071;Hortolândia;5208707;Goiânia;3;3;6;718
3522505;Itapevi;5208707;Goiânia;3;3;6;800
3529401;Mauá;5208707;Goiânia;3;3;6;831
3547809;Santo André;5208707;Goiânia;3;3;6;826
3552809;Taboão da Serra;5208707;Goiânia;3;3;6;811
3557105;Votuporanga;5208707;Goiânia;3;3;6;422
4105508;Cianorte;5208707;Goiânia;3;3;6;852
4118204;Paranaguá;5208707;Goiânia;3;3;6;987
4205407;Florianópolis;5208707;Goiânia;3;3;6;1210
4216602;São José;5208707;Goiânia;3;3;6;1207
4304606;Canoas;5208707;Goiânia;3;3;6;1479
5100201;Água Boa;5208707;Goiânia;3;3;6;424
5102702;Canarana;5208707;Goiânia;3;3;6;471
5107065;Querência;5208707;Goiânia;3;3;6;570
5200829;Amaralina;5208707;Goiânia;3;3;6;306
5201603;Araçu;5208707;Goiânia;3;3;6;56
5201702;Aragarças;5208707;Goiânia;3;3;6;329
5203203;Barro Alto;5208707;Goiânia;3;3;6;195
5203559;Bonfinópolis;5208707;Goiânia;3;3;6;35
5204409;Caiapônia;5208707;Goiânia;3;3;6;274
5206404;Crixás;5208707;Goiânia;3;3;6;249
5201108;Anápolis;5208608;Goianésia;3;3;6;112
2919553;Luís Eduardo magalhães;5208004;Formosa;3;3;6;413
3170404;Unaí;5208004;Formosa;3;3;6;105
5204904;Campos Belos;5208004;Formosa;3;3;6;286
3550308;São Paulo;5207402;Edéia;3;3;6;783
3550308;São Paulo;5206404;Crixás;3;3;6;1073
3550308;São Paulo;5205497;Cidade Ocidental;3;3;6;850
3550308;São Paulo;5205455;Cezarina;3;3;6;814
3106200;Belo Horizonte;5205109;Catalão;3;3;6;463
4309605;Horizontina;5205109;Catalão;3;3;6;1258
3170206;Uberlândia;5204508;Caldas Novas;3;3;6;134
3550308;São Paulo;5204409;Caiapônia;3;3;6;932
3549805;São José do Rio Preto;5204300;Caçu;3;3;6;311
5204102;Cachoeira Alta;5204300;Caçu;3;3;6;30
3550308;São Paulo;5203500;Bom Jesus de Goiás;3;3;6;691
3550308;São Paulo;5201702;Aragarças;3;3;6;1056
1501402;Belém;5201405;Aparecida de Goiânia;3;3;6;1709
1716109;Paraíso do Tocantins;5201405;Aparecida de Goiânia;3;3;6;736
2919207;Lauro de Freitas;5201405;Aparecida de Goiânia;3;3;6;1235
3106705;Betim;5201405;Aparecida de Goiânia;3;3;6;647
3167202;Sete Lagoas;5201405;Aparecida de Goiânia;3;3;6;613
3525904;Jundiaí;5201405;Aparecida de Goiânia;3;3;6;750
3547304;Santana de Parnaíba;5201405;Aparecida de Goiânia;3;3;6;777
3549904;São José dos Campos;5201405;Aparecida de Goiânia;3;3;6;796
4125506;São José dos Pinhais;5201405;Aparecida de Goiânia;3;3;6;966
4204608;Criciúma;5201405;Aparecida de Goiânia;3;3;6;1312
5200258;Águas Lindas de Goiás;5201405;Aparecida de Goiânia;3;3;6;156
1302603;Manaus;5201108;Anápolis;3;3;6;1863
2611606;Recife;5201108;Anápolis;3;3;6;1730
2906501;Candeias;5201108;Anápolis;3;3;6;1174
2909307;Correntina;5201108;Anápolis;3;3;6;564
4113700;Londrina;5201108;Anápolis;3;3;6;810
4204608;Criciúma;5201108;Anápolis;3;3;6;1368
5002704;Campo Grande;5201108;Anápolis;3;3;6;766
5103403;Cuiabá;5201108;Anápolis;3;3;6;767
5107602;Rondonópolis;5201108;Anápolis;3;3;6;612
3304557;Rio de Janeiro;5200308;Alexânia;3;3;6;945
5200100;Abadiânia;5200308;Alexânia;3;3;6;25
1506708;Santana do Araguaia;5108600;Vila Rica;3;3;6;116
5103700;Feliz Natal;5108501;Vera;3;3;6;42
3536505;Paulínia;5108402;Várzea Grande;3;3;6;1262
3548708;São Bernardo do Campo;5108402;Várzea Grande;3;3;6;1380
3552205;Sorocaba;5108402;Várzea Grande;3;3;6;1287
4202404;Blumenau;5108402;Várzea Grande;3;3;6;1478
4208203;Itajaí;5108402;Várzea Grande;3;3;6;1496
4313904;Panambi;5108402;Várzea Grande;3;3;6;1429
5100250;Alta Floresta;5108402;Várzea Grande;3;3;6;638
5102678;Campo Verde;5108402;Várzea Grande;3;3;6;109
5103007;Chapada dos Guimarães;5108402;Várzea Grande;3;3;6;50
5103205;Colíder;5108402;Várzea Grande;3;3;6;540
5105622;Mirassol d'Oeste;5108402;Várzea Grande;3;3;6;207
5105903;Nobres;5108402;Várzea Grande;3;3;6;106
5106752;Pontes e Lacerda;5108402;Várzea Grande;3;3;6;342
5103205;Colíder;5108055;Terra Nova do Norte;3;3;6;42
3550308;São Paulo;5108006;Tapurah;3;3;6;1635
5107909;Sinop;5108006;Tapurah;3;3;6;153
2611606;Recife;5107958;Tangará da Serra;3;3;6;2508
4113700;Londrina;5107958;Tangará da Serra;3;3;6;1188
5101308;Arenápolis;5107958;Tangará da Serra;3;3;6;72
5105622;Mirassol d'Oeste;5107958;Tangará da Serra;3;3;6;135
5107909;Sinop;5107941;Tabaporã;3;3;6;160
5102637;Campo Novo do Parecis;5107925;Sorriso;3;3;6;266
5106240;Nova Ubiratã;5107925;Sorriso;3;3;6;73
1503606;Itaituba;5107909;Sinop;3;3;6;846
4106902;Curitiba;5107909;Sinop;3;3;6;1657
4115200;Maringá;5107909;Sinop;3;3;6;1342
5002704;Campo Grande;5107909;Sinop;3;3;6;953
5102637;Campo Novo do Parecis;5107909;Sinop;3;3;6;331
5104559;Itaúba;5107909;Sinop;3;3;6;91
5105150;Juína;5107909;Sinop;3;3;6;357
3550308;São Paulo;5107875;Sapezal;3;3;6;1794
5100359;Alto Boa Vista;5107859;São Félix do Araguaia;3;3;6;73
2611606;Recife;5107602;Rondonópolis;3;3;6;2268
3103504;Araguari;5107602;Rondonópolis;3;3;6;737
